"forecast_date","crps_hosp","crps_ww","bias_hosp","bias_ww","ae_hosp","ae_ww","wweval_commit_hash","wwinference_version","time_stamp"
"2023-10-16",4.25693353546148,4.67737044109463,-0.0204679908906883,-0.107268575851393,5.8953619482758,6.40167764415396,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-10-23",4.04731522652828,4.63178991488909,-0.0987277327935223,-0.166211300309598,5.61062873511249,6.21069584576618,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-10-30",4.10077002959485,4.37958794222078,-0.145256578947368,-0.194402089783282,5.5444652524652,5.94123354354466,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-11-06",5.25540752198854,5.9326790273588,-0.297685096153846,-0.290972265221878,6.97546494942484,7.86410687805155,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-11-13",6.94657750343165,6.93647920282624,-0.486053011133603,-0.492261867905057,8.94397297277101,9.22124711780715,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-11-20",7.75990340152226,5.9023337405573,-0.49563879048583,-0.419578044375645,9.91651519724254,8.0139594342945,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-11-27",7.64075027724892,7.25563603503971,-0.506835273279352,-0.425664989680083,10.1985489963545,9.72649037135667,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-12-04",9.02134731907903,9.07229872163476,-0.56610298582996,-0.508849845201238,11.7737343924559,11.60004360043,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-12-11",8.41731689598009,8.54203570787259,-0.457813132591093,-0.425995131578947,10.8229200709782,11.027416678451,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-12-18",8.81586788485674,8.34902320173276,-0.365979883603239,-0.370578552631579,11.3731816879827,10.8518753018758,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2023-12-25",7.78925312849938,7.96901159809337,-0.271959767206478,-0.201177332535885,10.4343044085903,10.966165282778,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-01-01",7.59231700050957,6.53699464319559,0.038620951417004,-0.0255413533834586,10.370690317411,9.03205089644101,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-01-08",15.7287397188414,17.3464985379181,0.511497343117409,0.597730263157895,20.2398015863367,22.7609063976904,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-01-15",16.8368764606006,16.1698880006056,0.733511892712551,0.742059958133971,21.4707230013234,21.3249972467378,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-01-22",12.5781205031743,8.59186773385459,0.752081983805668,0.58691081871345,16.7455239918653,11.962299845197,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-01-29",6.2502298732765,5.59740851028316,0.464474316801619,0.351702003588517,8.89710229517191,7.70838913582281,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-02-05",4.57342428608925,5.82530840428,0.129281756072874,0.125208771929825,6.39132779733385,7.93978467017395,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-02-12",4.10471355330972,6.31365024621604,0.115860005040323,0.165426512557078,5.81927741626534,8.62284725009737,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-02-19",6.8609969134107,7.86958015955571,0.396762651821862,0.412546332586786,9.38529065171056,10.5400155759265,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-02-26",5.70114682406656,7.33035510471486,0.414800227732794,0.445251096491228,7.91767291221405,9.90455549760179,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-03-04",5.1127893390426,4.85415244462672,0.513058198380567,0.464002819548872,7.12328728992158,6.75241103987391,"e03f370","v0.1.0","2024-10-24 09:24:03"
"2024-03-11",4.31283587593586,4.26306599347546,0.482939271255061,0.358604457572503,5.94558592663446,5.9041561533971,"e03f370","v0.1.0","2024-10-24 09:24:03"
