forecast_date	crps_hosp	crps_ww	bias_hosp	bias_ww	ae_hosp	ae_ww	wweval_commit_hash	wwinference_version	time_stamp
2023-10-16	7.095842101466552	5.595031376284113	0.5589381578947369	0.4873960526315789	9.363136789580809	7.498181035847529	4b583ee	227-inf-feedback-red-informative	2024-10-27T18:23:46Z
2023-11-13	5.727980847879065	4.253246839881195	-0.47363421052631577	-0.29329342105263156	7.611209304294896	5.653189976512916	4b583ee	227-inf-feedback-red-informative	2024-10-27T18:23:46Z
2023-12-11	5.52903687154348	6.052286893921401	-0.4190605263157895	-0.356025	8.205459249631717	8.503986807001242	4b583ee	227-inf-feedback-red-informative	2024-10-27T18:23:46Z
2024-01-08	40.252426318944245	37.496761913351946	0.396825	0.5020434210526316	50.09722286241954	47.60211777610705	4b583ee	227-inf-feedback-red-informative	2024-10-27T18:23:46Z
2024-02-05	2.757803165630929	4.19729128612005	-0.03316710526315789	0.20068815789473685	3.521046487614521	5.868551476537973	4b583ee	227-inf-feedback-red-informative	2024-10-27T18:23:46Z
2024-03-04	2.695301944894919	4.335094171663182	0.3671894736842105	0.5447184210526316	3.7649134855282114	6.064865604714496	4b583ee	227-inf-feedback-red-informative	2024-10-27T18:23:46Z
